file,Has Metadata record
0306.03.0507.05,Yes
0306.03.0507.06,Yes
0306.03.0507.07,Yes
0306.03.0507.08,Yes
0306.03.0507.09,Yes
0306.03.0507.10,Yes
0306.03.0507.11,Yes
0306.03.0507.12,Yes
0306.03.0508.01,Yes
0306.03.0508.02,Yes
0306.03.0508.03,Yes
0306.03.0508.04,Yes
0306.03.0508.05,Yes
0306.03.0508.06,Yes
0306.03.0508.07,Yes
0306.03.0508.08,Yes
0306.03.0508.09,Yes
0306.03.0508.10,Yes
0306.03.0508.11,Yes
0306.03.0508.12,Yes
0306.03.0509.01,Yes
0306.03.0509.02,Yes
0306.03.0509.03,Yes
0306.03.0509.04,Yes
0306.03.0509.05,Yes
0306.03.0509.06,Yes
0306.03.0509.07,Yes
0306.03.0509.08,Yes
0306.03.0509.09,Yes
0306.03.0509.10,Yes
0306.03.0509.11,Yes
0306.03.0509.12,Yes
0306.03.0510.01,Yes
0306.03.0510.02,Yes
0306.03.0510.03,Yes
0306.03.0510.04,Yes
0306.03.0510.05,Yes
0306.03.0510.06,Yes
0306.03.0510.07,Yes
0306.03.0510.08,Yes
0306.03.0510.09,Yes
0306.03.0510.10,Yes
0306.03.0510.11,Yes
0306.03.0510.12,Yes
0306.03.0511.01,Yes
0306.03.0511.02,Yes
0306.03.0511.03,Yes
0306.03.0511.04,Yes
0306.03.0511.05,Yes
0306.03.0511.06,Yes
0306.03.0511.07,Yes
0306.03.0511.08,Yes
0306.03.0511.09,Yes
0306.03.0511.10,Yes
0306.03.0511.11,Yes
0306.03.0511.12,Yes
0306.03.0512.01,Yes
0306.03.0512.02,Yes
0306.03.0512.03,Yes
0306.03.0512.04,Yes
0306.03.0513.01,Yes
0306.03.0513.02,Yes
0306.03.0513.03,Yes
0306.03.0513.04,Yes
0306.03.0514.01,Yes
0306.03.0514.02,Yes
0306.03.0514.03,Yes
0306.03.0514.04,Yes
0306.03.0514.05,Yes
0306.03.0514.06,Yes
0306.03.0515.01,Yes
0306.03.0515.02,Yes
0306.03.0515.03,Yes
0306.03.0515.04,Yes
0306.03.0516.01,Yes
0306.03.0516.02,Yes
0306.03.0516.03,Yes
0306.03.0516.04,Yes
0306.03.0517.01,Yes
0306.03.0517.02,Yes
0306.03.0517.03,Yes
0306.03.0517.04,Yes
0306.03.0518.01,Yes
0306.03.0518.02,Yes
0306.03.0518.03,Yes
0306.03.0518.04,Yes
0306.03.0519.01,Yes
0306.03.0519.02,Yes
0306.03.0519.03,Yes
0306.03.0519.04,Yes
0306.03.0520.01,Yes
0306.03.0520.02,Yes
0306.03.0520.03,Yes
0306.03.0520.04,Yes
0306.03.0521.01,Yes
0306.03.0521.02,Yes
0306.03.0521.03,Yes
0306.03.0521.04,Yes
0306.03.0522.01,Yes
0306.03.0522.02,Yes
0306.03.0522.03,Yes
0306.03.0522.04,Yes
0306.03.0523.01,Yes
0306.03.0523.02,Yes
0306.03.0523.03,Yes
0306.03.0523.04,Yes
0306.03.0524.01,Yes
0306.03.0524.02,Yes
0306.03.0524.03,Yes
0306.03.0524.04,Yes
0306.03.0525.01,Yes
0306.03.0525.02,Yes
0306.03.0525.03,Yes
0306.03.0525.04,Yes
0306.03.0526.01,Yes
0306.03.0526.02,Yes
0306.03.0526.03,Yes
0306.03.0526.04,Yes
0306.03.0527.01,Yes
0306.03.0527.02,Yes
0306.03.0527.03,Yes
0306.03.0527.04,Yes
0306.03.0528.01,Yes
0306.03.0528.02,Yes
0306.03.0528.03,Yes
0306.03.0528.04,Yes
0306.03.0529.01,Yes
0306.03.0529.02,Yes
0306.03.0529.03,Yes
0306.03.0529.04,Yes
0306.03.0530.01,Yes
0306.03.0530.02,Yes
0306.03.0530.03,Yes
0306.03.0530.04,Yes
0306.03.0531.01,Yes
0306.03.0531.02,Yes
0306.03.0531.03,Yes
0306.03.0531.04,Yes
0306.03.0532.01,Yes
0306.03.0532.02,Yes
0306.03.0532.03,Yes
0306.03.0532.04,Yes
0306.03.0533.01,Yes
0306.03.0533.02,Yes
0306.03.0533.03,Yes
0306.03.0533.04,Yes
0306.03.0534.01,Yes
0306.03.0534.02,Yes
0306.03.0534.03,Yes
0306.03.0534.04,Yes
0306.03.0535.01,Yes
0306.03.0535.02,Yes
0306.03.0535.03,Yes
0306.03.0535.04,Yes
0306.03.0536.01,Yes
0306.03.0536.02,Yes
0306.03.0536.03,Yes
0306.03.0536.04,Yes
0306.03.0537.01,Yes
0306.03.0537.02,Yes
0306.03.0537.03,Yes
0306.03.0537.04,Yes
0306.03.0538.01,Yes
0306.03.0538.02,Yes
0306.03.0538.03,Yes
0306.03.0538.04,Yes
0306.03.0539.01,Yes
0306.03.0539.02,Yes
0306.03.0539.03,Yes
0306.03.0539.04,Yes
0306.03.0540.01,Yes
0306.03.0540.02,Yes
0306.03.0540.03,Yes
0306.03.0540.04,Yes
0306.03.0541.01,Yes
0306.03.0541.02,Yes
0306.03.0541.03,Yes
0306.03.0541.04,Yes
0306.03.0542.01,Yes
0306.03.0542.02,Yes
0306.03.0542.03,Yes
0306.03.0542.04,Yes
0306.03.0543.01,Yes
0306.03.0543.02,Yes
0306.03.0543.03,Yes
0306.03.0543.04,Yes
0306.03.0544.01,Yes
0306.03.0544.02,Yes
0306.03.0544.03,Yes
0306.03.0544.04,Yes
0306.03.0545.01,Yes
0306.03.0545.02,Yes
0306.03.0545.03,Yes
0306.03.0545.04,Yes
0306.03.0546.01,Yes
0306.03.0546.02,Yes
0306.03.0546.03,Yes
0306.03.0546.04,Yes
0306.03.0547.01,Yes
0306.03.0547.02,Yes
0306.03.0547.03,Yes
0306.03.0547.04,Yes
0306.03.0548.01,Yes
0306.03.0548.02,Yes
0306.03.0548.03,Yes
0306.03.0548.04,Yes
0306.03.0549.01,Yes
0306.03.0549.02,Yes
0306.03.0549.03,Yes
0306.03.0549.04,Yes
0306.03.0550.01,Yes
0306.03.0550.02,Yes
0306.03.0550.03,Yes
0306.03.0550.04,Yes
0306.03.0551.01,Yes
0306.03.0551.02,Yes
0306.03.0551.03,Yes
0306.03.0551.04,Yes
0306.03.0552.01,Yes
0306.03.0552.02,Yes
0306.03.0552.03,Yes
0306.03.0552.04,Yes
0306.03.0553.01,Yes
0306.03.0553.02,Yes
0306.03.0553.03,Yes
0306.03.0553.04,Yes
0306.03.0554.01,Yes
0306.03.0554.02,Yes
0306.03.0554.03,Yes
0306.03.0554.04,Yes
0306.03.0555.01,Yes
0306.03.0555.02,Yes
0306.03.0555.03,Yes
0306.03.0555.04,Yes
0306.03.0556.01,Yes
0306.03.0556.02,Yes
0306.03.0556.03,Yes
0306.03.0556.04,Yes
0306.03.0557.01,Yes
0306.03.0557.02,Yes
0306.03.0557.03,Yes
0306.03.0557.04,Yes
0306.03.0558.01,Yes
0306.03.0558.02,Yes
0306.03.0558.03,Yes
0306.03.0558.04,Yes
0306.03.0559.01,Yes
0306.03.0559.02,Yes
0306.03.0559.03,Yes
0306.03.0559.04,Yes
0306.03.0560.01,Yes
0306.03.0560.02,Yes
0306.03.0560.03,Yes
0306.03.0560.04,Yes
0306.03.0561.01,Yes
0306.03.0561.02,Yes
0306.03.0561.03,Yes
0306.03.0561.04,Yes
0306.03.0562.01,Yes
0306.03.0562.02,Yes
0306.03.0562.03,Yes
0306.03.0562.04,Yes
0306.03.0563.01,Yes
0306.03.0563.02,Yes
0306.03.0563.03,Yes
0306.03.0563.04,Yes
0306.03.0564.01,Yes
0306.03.0564.02,Yes
0306.03.0564.03,Yes
0306.03.0564.04,Yes
0306.03.0565.01,Yes
0306.03.0565.02,Yes
0306.03.0565.03,Yes
0306.03.0565.04,Yes
0306.03.0566.01,Yes
0306.03.0566.02,Yes
0306.03.0566.03,Yes
0306.03.0566.04,Yes
0306.03.0567.01,Yes
0306.03.0567.02,Yes
0306.03.0567.03,Yes
0306.03.0567.04,Yes
0306.03.0568.01,Yes
0306.03.0568.02,Yes
0306.03.0568.03,Yes
0306.03.0568.04,Yes
0306.03.0569.01,Yes
0306.03.0569.02,Yes
0306.03.0569.03,Yes
0306.03.0569.04,Yes
0306.03.0570.01,Yes
0306.03.0570.02,Yes
0306.03.0570.03,Yes
0306.03.0570.04,Yes
0306.03.0571.01,Yes
0306.03.0571.02,Yes
0306.03.0571.03,Yes
0306.03.0571.04,Yes
0306.03.0572.01,Yes
0306.03.0572.02,Yes
0306.03.0572.03,Yes
0306.03.0572.04,Yes
0306.03.0573.01,Yes
0306.03.0573.02,Yes
0306.03.0573.03,Yes
0306.03.0573.04,Yes
0306.03.0574.01,Yes
0306.03.0574.02,Yes
0306.03.0574.03,Yes
0306.03.0574.04,Yes
0306.03.0575.01,Yes
0306.03.0575.02,Yes
0306.03.0575.03,Yes
0306.03.0575.04,Yes
0306.03.0576.01,Yes
0306.03.0576.02,Yes
0306.03.0576.03,Yes
0306.03.0576.04,Yes
0306.03.0577.01,Yes
0306.03.0577.02,Yes
0306.03.0577.03,Yes
0306.03.0577.04,Yes
0306.03.0578.01,Yes
0306.03.0578.02,Yes
0306.03.0578.03,Yes
0306.03.0578.04,Yes
0306.03.0579.01,Yes
0306.03.0579.02,Yes
0306.03.0579.03,Yes
0306.03.0579.04,Yes
0306.03.0580.01,Yes
0306.03.0580.02,Yes
0306.03.0580.03,Yes
0306.03.0580.04,Yes
0306.03.0581.01,Yes
0306.03.0581.02,Yes
0306.03.0581.03,Yes
0306.03.0581.04,Yes
0306.03.0582.01,Yes
0306.03.0582.02,Yes
0306.03.0582.03,Yes
0306.03.0582.04,Yes
0306.03.0583.01,Yes
0306.03.0583.02,Yes
0306.03.0583.03,Yes
0306.03.0583.04,Yes
0306.03.0584.01,Yes
0306.03.0584.02,Yes
0306.03.0584.03,Yes
0306.03.0584.04,Yes
0306.03.0584.05,Yes
0306.03.0584.06,Yes
0306.03.0585.01,Yes
0306.03.0585.02,Yes
0306.03.0585.03,Yes
0306.03.0585.04,Yes
0306.03.0586.01,Yes
0306.03.0586.02,Yes
0306.03.0586.03,Yes
0306.03.0586.04,Yes
0306.03.0587.01,Yes
0306.03.0587.02,Yes
0306.03.0587.03,Yes
0306.03.0587.04,Yes
0306.03.0588.01,Yes
0306.03.0588.02,Yes
0306.03.0588.03,Yes
0306.03.0588.04,Yes
0306.03.0589.01,Yes
0306.03.0589.02,Yes
0306.03.0589.03,Yes
0306.03.0589.04,Yes
0306.03.0590.01,Yes
0306.03.0590.02,Yes
0306.03.0590.03,Yes
0306.03.0590.04,Yes
0306.03.0591.01,Yes
0306.03.0591.02,Yes
0306.03.0591.03,Yes
0306.03.0591.04,Yes
0306.03.0592.01,Yes
0306.03.0592.02,Yes
0306.03.0592.03,Yes
0306.03.0592.04,Yes
0306.03.0593.01,Yes
0306.03.0593.02,Yes
0306.03.0593.03,Yes
0306.03.0593.04,Yes
0306.03.0594.01,Yes
0306.03.0594.02,Yes
0306.03.0594.03,Yes
0306.03.0594.04,Yes
0306.03.0595.01,Yes
0306.03.0595.02,Yes
0306.03.0595.03,Yes
0306.03.0595.04,Yes
0306.03.0596.01,Yes
0306.03.0596.02,Yes
0306.03.0596.03,Yes
0306.03.0596.04,Yes
0306.03.0597.01,Yes
0306.03.0597.02,Yes
0306.03.0597.03,Yes
0306.03.0597.04,Yes
0306.03.0598.01,Yes
0306.03.0598.02,Yes
0306.03.0598.03,Yes
0306.03.0598.04,Yes
0306.03.0598.05,Yes
0306.03.0598.06,Yes
0306.03.0598.07,Yes
0306.03.0598.08,Yes
0306.03.0599.01,Yes
0306.03.0599.02,Yes
0306.03.0599.03,Yes
0306.03.0599.04,Yes
0306.03.0600.01,Yes
0306.03.0600.02,Yes
0306.03.0600.03,Yes
0306.03.0600.04,Yes
0306.03.0601.01,Yes
0306.03.0601.02,Yes
0306.03.0601.03,Yes
0306.03.0601.04,Yes
0306.03.0602.01,Yes
0306.03.0602.02,Yes
0306.03.0602.03,Yes
0306.03.0602.04,Yes
0306.03.0603.01,Yes
0306.03.0603.02,Yes
0306.03.0603.03,Yes
0306.03.0603.04,Yes
0306.03.0604.01,Yes
0306.03.0604.02,Yes
0306.03.0604.03,Yes
0306.03.0604.04,Yes
0306.03.0605.01,Yes
0306.03.0605.02,Yes
0306.03.0605.03,Yes
0306.03.0605.04,Yes
0306.03.0606.01,Yes
0306.03.0606.02,Yes
0306.03.0606.03,Yes
0306.03.0606.04,Yes
0306.03.0607.01,Yes
0306.03.0607.02,Yes
0306.03.0607.03,Yes
0306.03.0607.04,Yes
0306.03.0608.01,Yes
0306.03.0608.02,Yes
0306.03.0608.03,Yes
0306.03.0608.04,Yes
0306.03.0609.01,Yes
0306.03.0609.02,Yes
0306.03.0609.03,Yes
0306.03.0609.04,Yes
0306.03.0610.01,Yes
0306.03.0610.02,Yes
0306.03.0610.03,Yes
0306.03.0610.04,Yes
0306.03.0611.01,Yes
0306.03.0611.02,Yes
0306.03.0611.03,Yes
0306.03.0611.04,Yes
0306.03.0612.01,Yes
0306.03.0612.02,Yes
0306.03.0612.03,Yes
0306.03.0612.04,Yes
0306.03.0613.01,Yes
0306.03.0613.02,Yes
0306.03.0613.03,Yes
0306.03.0613.04,Yes
0306.03.0614.01,Yes
0306.03.0614.02,Yes
0306.03.0614.03,Yes
0306.03.0614.04,Yes
0306.03.0615.01,Yes
0306.03.0615.02,Yes
0306.03.0615.03,Yes
0306.03.0615.04,Yes
0306.03.0616.01,Yes
0306.03.0616.02,Yes
0306.03.0616.03,Yes
0306.03.0616.04,Yes
0306.03.0617.01,Yes
0306.03.0617.02,Yes
0306.03.0617.03,Yes
0306.03.0617.04,Yes
0306.03.0618.01,Yes
0306.03.0618.02,Yes
0306.03.0618.03,Yes
0306.03.0618.04,Yes
0306.03.0619.01,Yes
0306.03.0619.02,Yes
0306.03.0619.03,Yes
0306.03.0619.04,Yes
0306.03.0620.01,Yes
0306.03.0620.02,Yes
0306.03.0620.03,Yes
0306.03.0620.04,Yes
0306.03.0621.01,Yes
0306.03.0621.02,Yes
0306.03.0621.03,Yes
0306.03.0621.04,Yes
0306.03.0622.01,Yes
0306.03.0622.02,Yes
0306.03.0622.03,Yes
0306.03.0622.04,Yes
0306.03.0623.01,Yes
0306.03.0623.02,Yes
0306.03.0623.03,Yes
0306.03.0623.04,Yes
0306.03.0624.01,Yes
0306.03.0624.02,Yes
0306.03.0624.03,Yes
0306.03.0624.04,Yes
0306.03.0625.01,Yes
0306.03.0625.02,Yes
0306.03.0625.03,Yes
0306.03.0625.04,Yes
0306.03.0626.01,Yes
0306.03.0626.02,Yes
0306.03.0626.03,Yes
0306.03.0626.04,Yes
0306.03.0627.01,Yes
0306.03.0627.02,Yes
0306.03.0627.03,Yes
0306.03.0627.04,Yes
0306.03.0628.01,Yes
0306.03.0628.02,Yes
0306.03.0628.03,Yes
0306.03.0628.04,Yes
0306.03.0629.01,Yes
0306.03.0629.02,Yes
0306.03.0629.03,Yes
0306.03.0629.04,Yes
0306.03.0630.01,Yes
0306.03.0630.02,Yes
0306.03.0630.03,Yes
0306.03.0630.04,Yes
0306.03.0631.01,Yes
0306.03.0631.02,Yes
0306.03.0631.03,Yes
0306.03.0631.04,Yes
0306.03.0632.01,Yes
0306.03.0632.02,Yes
0306.03.0632.03,Yes
0306.03.0632.04,Yes
0306.03.0633.01,Yes
0306.03.0633.02,Yes
0306.03.0633.03,Yes
0306.03.0633.04,Yes
0306.03.0634.01,Yes
0306.03.0634.02,Yes
0306.03.0634.03,Yes
0306.03.0634.04,Yes
0306.03.0635.01,Yes
0306.03.0635.02,Yes
0306.03.0635.03,Yes
0306.03.0635.04,Yes
0306.03.0636.01,Yes
0306.03.0636.02,Yes
0306.03.0636.03,Yes
0306.03.0636.04,Yes
0306.03.0637.01,Yes
0306.03.0637.02,Yes
0306.03.0637.03,Yes
0306.03.0637.04,Yes
0306.03.0638.01,Yes
0306.03.0638.02,Yes
0306.03.0638.03,Yes
0306.03.0638.04,Yes
0306.03.0639.01,Yes
0306.03.0639.02,Yes
0306.03.0639.03,Yes
0306.03.0639.04,Yes
0306.03.0640.01,Yes
0306.03.0640.02,Yes
0306.03.0640.03,Yes
0306.03.0640.04,Yes
0306.03.0641.01,Yes
0306.03.0641.02,Yes
0306.03.0641.03,Yes
0306.03.0641.04,Yes
0306.03.0642.01,Yes
0306.03.0642.02,Yes
0306.03.0642.03,Yes
0306.03.0642.04,Yes
0306.03.0643.01,Yes
0306.03.0643.02,Yes
0306.03.0643.03,Yes
0306.03.0643.04,Yes
0306.03.0644.01,Yes
0306.03.0644.02,Yes
0306.03.0644.03,Yes
0306.03.0644.04,Yes
0306.03.0645.01,Yes
0306.03.0645.02,Yes
0306.03.0645.03,Yes
0306.03.0645.04,Yes
0306.03.0646.01,Yes
0306.03.0646.02,Yes
0306.03.0646.03,Yes
0306.03.0646.04,Yes
0306.03.0647.01,Yes
0306.03.0647.02,Yes
0306.03.0647.03,Yes
0306.03.0647.04,Yes
0306.03.0648.01,Yes
0306.03.0648.02,Yes
0306.03.0648.03,Yes
0306.03.0648.04,Yes
0306.03.0649.01,Yes
0306.03.0649.02,Yes
0306.03.0649.03,Yes
0306.03.0649.04,Yes
0306.03.0650.01,Yes
0306.03.0650.02,Yes
0306.03.0650.03,Yes
0306.03.0650.04,Yes
0306.03.0651.01,Yes
0306.03.0651.02,Yes
0306.03.0651.03,Yes
0306.03.0651.04,Yes
0306.03.0652.01,Yes
0306.03.0652.02,Yes
0306.03.0652.03,Yes
0306.03.0652.04,Yes
0306.03.0652.05,Yes
0306.03.0652.06,Yes
0306.03.0652.07,Yes
0306.03.0652.08,Yes
0306.03.0653.01,Yes
0306.03.0653.02,Yes
0306.03.0653.03,Yes
0306.03.0653.04,Yes
0306.03.0654.01,Yes
0306.03.0654.02,Yes
0306.03.0654.03,Yes
0306.03.0654.04,Yes
0306.03.0655.01,Yes
0306.03.0655.02,Yes
0306.03.0655.03,Yes
0306.03.0655.04,Yes
0306.03.0656.01,Yes
0306.03.0656.02,Yes
0306.03.0656.03,Yes
0306.03.0656.04,Yes
0306.03.0657.01,Yes
0306.03.0657.02,Yes
0306.03.0657.03,Yes
0306.03.0657.04,Yes
0306.03.0658.01,Yes
0306.03.0658.02,Yes
0306.03.0658.03,Yes
0306.03.0658.04,Yes
0306.03.0659.01,Yes
0306.03.0659.02,Yes
0306.03.0659.03,Yes
0306.03.0659.04,Yes
0306.03.0660.01,Yes
0306.03.0660.02,Yes
0306.03.0660.03,Yes
0306.03.0660.04,Yes
0306.03.0661.01,Yes
0306.03.0661.02,Yes
0306.03.0661.03,Yes
0306.03.0661.04,Yes
0306.03.0662.01,Yes
0306.03.0662.02,Yes
0306.03.0662.03,Yes
0306.03.0662.04,Yes
0306.03.0663.01,Yes
0306.03.0663.02,Yes
0306.03.0663.03,Yes
0306.03.0663.04,Yes
0306.03.0664.01,Yes
0306.03.0664.02,Yes
0306.03.0664.03,Yes
0306.03.0664.04,Yes
0306.03.0665.01,Yes
0306.03.0665.02,Yes
0306.03.0665.03,Yes
0306.03.0665.04,Yes
0306.03.0666.01,Yes
0306.03.0666.02,Yes
0306.03.0666.03,Yes
0306.03.0666.04,Yes
0306.03.0667.01,Yes
0306.03.0667.02,Yes
0306.03.0667.03,Yes
0306.03.0667.04,Yes
0306.03.0668.01,Yes
0306.03.0668.02,Yes
0306.03.0668.03,Yes
0306.03.0668.04,Yes
0306.03.0669.01,Yes
0306.03.0669.02,Yes
0306.03.0669.03,Yes
0306.03.0669.04,Yes
0306.03.0670.01,Yes
0306.03.0670.02,Yes
0306.03.0670.03,Yes
0306.03.0670.04,Yes
0306.03.0671.01,Yes
0306.03.0671.02,Yes
0306.03.0671.03,Yes
0306.03.0671.04,Yes
0306.03.0672.01,Yes
0306.03.0672.02,Yes
0306.03.0672.03,Yes
0306.03.0672.04,Yes
0306.03.0673.01,Yes
0306.03.0673.02,Yes
0306.03.0673.03,Yes
0306.03.0673.04,Yes
0306.03.0674.01,Yes
0306.03.0674.02,Yes
0306.03.0674.03,Yes
0306.03.0674.04,Yes
0306.03.0675.01,Yes
0306.03.0675.02,Yes
0306.03.0675.03,Yes
0306.03.0675.04,Yes
0306.03.0676.01,Yes
0306.03.0676.02,Yes
0306.03.0676.03,Yes
0306.03.0676.04,Yes
0306.03.0677.01,Yes
0306.03.0677.02,Yes
0306.03.0677.03,Yes
0306.03.0677.04,Yes
0306.03.0678.01,Yes
0306.03.0678.02,Yes
0306.03.0678.03,Yes
0306.03.0678.04,Yes
0306.03.0679.01,Yes
0306.03.0679.02,Yes
0306.03.0679.03,Yes
0306.03.0679.04,Yes
0306.03.0680.01,Yes
0306.03.0680.02,Yes
0306.03.0680.03,Yes
0306.03.0680.04,Yes
0306.03.0681.01,Yes
0306.03.0681.02,Yes
0306.03.0681.03,Yes
0306.03.0681.04,Yes
0306.03.0682.01,Yes
0306.03.0682.02,Yes
0306.03.0682.03,Yes
0306.03.0682.04,Yes
0306.03.0683.01,Yes
0306.03.0683.02,Yes
0306.03.0683.03,Yes
0306.03.0683.04,Yes
0306.03.0684.01,Yes
0306.03.0684.02,Yes
0306.03.0684.03,Yes
0306.03.0684.04,Yes
0306.03.0685.01,Yes
0306.03.0685.02,Yes
0306.03.0685.03,Yes
0306.03.0685.04,Yes
0306.03.0686.01,Yes
0306.03.0686.02,Yes
0306.03.0686.03,Yes
0306.03.0686.04,Yes
0306.03.0687.01,Yes
0306.03.0687.02,Yes
0306.03.0687.03,Yes
0306.03.0687.04,Yes
0306.03.0688.01,Yes
0306.03.0688.02,Yes
0306.03.0688.03,Yes
0306.03.0688.04,Yes
0306.03.0689.01,Yes
0306.03.0689.02,Yes
0306.03.0689.03,Yes
0306.03.0689.04,Yes
0306.03.0690.01,Yes
0306.03.0690.02,Yes
0306.03.0690.03,Yes
0306.03.0690.04,Yes
0306.03.0691.01,Yes
0306.03.0691.02,Yes
0306.03.0691.03,Yes
0306.03.0691.04,Yes
0306.03.0692.01,Yes
0306.03.0692.02,Yes
0306.03.0692.03,Yes
0306.03.0692.04,Yes
0306.03.0693.01,Yes
0306.03.0693.02,Yes
0306.03.0693.03,Yes
0306.03.0693.04,Yes
0306.03.0694.01,Yes
0306.03.0694.02,Yes
0306.03.0694.03,Yes
0306.03.0694.04,Yes
0306.03.0695.01,Yes
0306.03.0695.02,Yes
0306.03.0695.03,Yes
0306.03.0695.04,Yes
0306.03.0696.01,Yes
0306.03.0696.02,Yes
0306.03.0696.03,Yes
0306.03.0696.04,Yes
0306.03.0697.01,Yes
0306.03.0697.02,Yes
0306.03.0697.03,Yes
0306.03.0697.04,Yes
0306.03.0698.01,Yes
0306.03.0698.02,Yes
0306.03.0698.03,Yes
0306.03.0698.04,Yes
0306.03.0699.01,Yes
0306.03.0699.02,Yes
0306.03.0699.03,Yes
0306.03.0699.04,Yes
0306.03.0700.01,Yes
0306.03.0700.02,Yes
0306.03.0700.03,Yes
0306.03.0700.04,Yes
0306.03.0701.01,Yes
0306.03.0701.02,Yes
0306.03.0701.03,Yes
0306.03.0701.04,Yes
0306.03.0702.01,Yes
0306.03.0702.02,Yes
0306.03.0702.03,Yes
0306.03.0702.04,Yes
0306.03.0703.01,Yes
0306.03.0703.02,Yes
0306.03.0703.03,Yes
0306.03.0703.04,Yes
0306.03.0704.01,Yes
0306.03.0704.02,Yes
0306.03.0704.03,Yes
0306.03.0704.04,Yes
0306.03.0705.01,Yes
0306.03.0705.02,Yes
0306.03.0705.03,Yes
0306.03.0705.04,Yes
0306.03.0706.01,Yes
0306.03.0706.02,Yes
0306.03.0706.03,Yes
0306.03.0706.04,Yes
0306.03.0707.01,Yes
0306.03.0707.02,Yes
0306.03.0707.03,Yes
0306.03.0707.04,Yes
0306.03.0708.01,Yes
0306.03.0708.02,Yes
0306.03.0708.03,Yes
0306.03.0708.04,Yes
0306.03.0709.01,Yes
0306.03.0709.02,Yes
0306.03.0709.03,Yes
0306.03.0709.04,Yes
0306.03.0710.01,Yes
0306.03.0710.02,Yes
0306.03.0710.03,Yes
0306.03.0710.04,Yes
0306.03.0711.01,Yes
0306.03.0711.02,Yes
0306.03.0711.03,Yes
0306.03.0711.04,Yes
0306.03.0712.01,Yes
0306.03.0712.02,Yes
0306.03.0712.03,Yes
0306.03.0712.04,Yes
0306.03.0713.01,Yes
0306.03.0713.02,Yes
0306.03.0713.03,Yes
0306.03.0713.04,Yes
0306.03.0714.01,Yes
0306.03.0714.02,Yes
0306.03.0714.03,Yes
0306.03.0714.04,Yes
0306.03.0715.01,Yes
0306.03.0715.02,Yes
0306.03.0715.03,Yes
0306.03.0715.04,Yes
0306.03.0716.01,Yes
0306.03.0716.02,Yes
0306.03.0716.03,Yes
0306.03.0716.04,Yes
0306.03.0717.01,Yes
0306.03.0717.02,Yes
0306.03.0717.03,Yes
0306.03.0717.04,Yes
0306.03.0718.01,Yes
0306.03.0718.02,Yes
0306.03.0718.03,Yes
0306.03.0718.04,Yes
0306.03.0719.01,Yes
0306.03.0719.02,Yes
0306.03.0719.03,Yes
0306.03.0719.04,Yes
0306.03.0720.01,Yes
0306.03.0720.02,Yes
0306.03.0720.03,Yes
0306.03.0720.04,Yes
0306.03.0721.01,Yes
0306.03.0721.02,Yes
0306.03.0721.03,Yes
0306.03.0721.04,Yes
0306.03.0722.01,Yes
0306.03.0722.02,Yes
0306.03.0722.03,Yes
0306.03.0722.04,Yes
0306.03.0723.01,Yes
0306.03.0723.02,Yes
0306.03.0723.03,Yes
0306.03.0723.04,Yes
0306.03.0724.01,Yes
0306.03.0724.02,Yes
0306.03.0724.03,Yes
0306.03.0724.04,Yes
0306.03.0725.01,Yes
0306.03.0725.02,Yes
0306.03.0725.03,Yes
0306.03.0725.04,Yes
0306.03.0726.01,Yes
0306.03.0726.02,Yes
0306.03.0726.03,Yes
0306.03.0726.04,Yes
0306.03.0727.01,Yes
0306.03.0727.02,Yes
0306.03.0727.03,Yes
0306.03.0727.04,Yes
0306.03.0728.01,Yes
0306.03.0728.02,Yes
0306.03.0728.03,Yes
0306.03.0728.04,Yes
0306.03.0729.01,Yes
0306.03.0729.02,Yes
0306.03.0729.03,Yes
0306.03.0729.04,Yes
0306.03.0730.01,Yes
0306.03.0730.02,Yes
0306.03.0730.03,Yes
0306.03.0730.04,Yes
0306.03.0731.01,Yes
0306.03.0731.02,Yes
0306.03.0731.03,Yes
0306.03.0731.04,Yes
0306.03.0732.01,Yes
0306.03.0732.02,Yes
0306.03.0732.03,Yes
0306.03.0732.04,Yes
0306.03.0733.01,Yes
0306.03.0733.02,Yes
0306.03.0733.03,Yes
0306.03.0733.04,Yes
0306.03.0734.01,Yes
0306.03.0734.02,Yes
0306.03.0734.03,Yes
0306.03.0734.04,Yes
0306.03.0735.01,Yes
0306.03.0735.02,Yes
0306.03.0735.03,Yes
0306.03.0735.04,Yes
0306.03.0736.01,Yes
0306.03.0736.02,Yes
0306.03.0736.03,Yes
0306.03.0736.04,Yes
0306.03.0737.01,Yes
0306.03.0737.02,Yes
0306.03.0737.03,Yes
0306.03.0737.04,Yes
0306.03.0738.01,Yes
0306.03.0738.02,Yes
0306.03.0738.03,Yes
0306.03.0738.04,Yes
0306.03.0739.01,Yes
0306.03.0739.02,Yes
0306.03.0739.03,Yes
0306.03.0739.04,Yes
0306.03.0740.01,Yes
0306.03.0740.02,Yes
0306.03.0740.03,Yes
0306.03.0740.04,Yes
0306.03.0741.01,Yes
0306.03.0741.02,Yes
0306.03.0741.03,Yes
0306.03.0741.04,Yes
0306.03.0742.01,Yes
0306.03.0742.02,Yes
0306.03.0742.03,Yes
0306.03.0742.04,Yes
0306.03.0743.01,Yes
0306.03.0743.02,Yes
0306.03.0743.03,Yes
0306.03.0743.04,Yes
0306.03.0744.01,Yes
0306.03.0744.02,Yes
0306.03.0744.03,Yes
